Timestamp,Intersection_ID,Vehicle_Count,Avg_Speed,Queue_Length,Occupancy_Pct,Delay_Seconds,Weather,Incident_Flag,Lane_Count,Time_of_Day,Day_of_Week
2026-01-01 04:30:00,INT_02,52,41.01,1,100.0,8.73,Clear,0,2,Night,Thursday
2026-01-01 04:30:00,INT_03,39,38.84,1,100.0,7.04,Rain,0,2,Night,Thursday
2026-01-01 04:30:00,INT_04,44,36.73,2,100.0,14.91,Rain,0,3,Night,Thursday
2026-01-01 04:45:00,INT_01,70,44.16,1,100.0,6.24,Clear,0,3,Night,Thursday
2026-01-01 04:45:00,INT_02,44,43.79,1,100.0,7.71,Clear,0,2,Night,Thursday
2026-01-01 04:45:00,INT_03,45,40.66,1,100.0,11.36,Clear,0,2,Night,Thursday
2026-01-01 04:45:00,INT_04,50,37.61,2,100.0,14.58,Fog,0,3,Night,Thursday
2026-01-01 05:00:00,INT_01,58,39.11,2,100.0,10.62,Clear,0,3,Morning,Thursday
2026-01-01 05:00:00,INT_02,42,43.56,0,100.0,1.41,Clear,0,2,Morning,Thursday
2026-01-01 05:00:00,INT_03,40,43.17,1,100.0,9.23,Clear,0,2,Morning,Thursday
2026-01-01 05:00:00,INT_04,40,47.12,1,100.0,0.87,Clear,0,3,Morning,Thursday
2026-01-01 05:15:00,INT_01,52,40.36,1,100.0,9.95,Clear,0,3,Morning,Thursday
2026-01-01 05:15:00,INT_02,48,42.95,1,100.0,9.87,Clear,0,2,Morning,Thursday
2026-01-01 05:15:00,INT_03,38,41.52,0,100.0,2.81,Clear,0,2,Morning,Thursday
2026-01-01 05:15:00,INT_04,55,34.12,1,100.0,14.61,Fog,0,3,Morning,Thursday
2026-01-01 05:30:00,INT_01,54,33.07,2,100.0,16.24,Fog,0,3,Morning,Thursday
2026-01-01 05:30:00,INT_02,56,30.16,2,100.0,17.97,Heavy_Rain,0,2,Morning,Thursday
2026-01-01 05:30:00,INT_03,40,42.8,0,100.0,4.47,Clear,0,2,Morning,Thursday
2026-01-01 05:30:00,INT_04,58,36.53,2,100.0,13.15,Rain,0,3,Morning,Thursday
2026-01-01 05:45:00,INT_01,64,40.1,2,100.0,11.23,Clear,0,3,Morning,Thursday
2026-01-01 05:45:00,INT_02,47,39.77,1,100.0,9.54,Clear,0,2,Morning,Thursday
2026-01-01 05:45:00,INT_03,36,30.23,3,100.0,19.54,Clear,1,2,Morning,Thursday
2026-01-01 05:45:00,INT_04,48,39.23,1,100.0,11.57,Rain,0,3,Morning,Thursday
2026-01-01 06:00:00,INT_01,54,38.44,2,100.0,11.1,Clear,0,3,Morning,Thursday
2026-01-01 06:00:00,INT_02,53,43.57,0,100.0,3.46,Clear,0,2,Morning,Thursday
2026-01-01 06:00:00,INT_03,31,42.09,0,100.0,4.15,Rain,0,2,Morning,Thursday
2026-01-01 06:00:00,INT_04,49,40.85,1,100.0,6.42,Clear,0,3,Morning,Thursday
2026-01-01 06:15:00,INT_01,66,39.44,2,100.0,13.81,Clear,0,3,Morning,Thursday
2026-01-01 06:15:00,INT_02,44,38.52,1,100.0,9.72,Rain,0,2,Morning,Thursday
2026-01-01 06:15:00,INT_03,39,46.49,1,100.0,4.46,Clear,0,2,Morning,Thursday
2026-01-01 06:15:00,INT_04,55,37.8,2,100.0,13.37,Fog,0,3,Morning,Thursday
2026-01-01 06:30:00,INT_01,54,38.26,2,100.0,10.68,Clear,0,3,Morning,Thursday
2026-01-01 06:30:00,INT_02,48,39.59,1,100.0,9.54,Clear,0,2,Morning,Thursday
2026-01-01 06:30:00,INT_03,35,35.01,1,100.0,11.09,Rain,0,2,Morning,Thursday
2026-01-01 06:30:00,INT_04,52,43.77,0,100.0,2.68,Clear,0,3,Morning,Thursday
2026-01-01 06:45:00,INT_01,55,39.04,2,100.0,10.65,Clear,0,3,Morning,Thursday
2026-01-01 06:45:00,INT_02,48,43.36,0,100.0,3.07,Clear,0,2,Morning,Thursday
2026-01-01 06:45:00,INT_03,33,43.11,0,100.0,7.42,Clear,0,2,Morning,Thursday
2026-01-01 06:45:00,INT_04,47,31.39,2,100.0,15.3,Heavy_Rain,0,3,Morning,Thursday
2026-01-01 07:00:00,INT_01,139,27.01,8,100.0,29.7,Clear,0,3,Morning,Thursday
2026-01-01 07:00:00,INT_02,96,29.77,5,100.0,24.84,Clear,0,2,Morning,Thursday
2026-01-01 07:00:00,INT_03,65,36.68,2,100.0,12.47,Clear,0,2,Morning,Thursday
2026-01-01 07:00:00,INT_04,97,31.29,5,100.0,23.46,Clear,0,3,Morning,Thursday
2026-01-01 07:15:00,INT_01,128,28.0,7,100.0,27.63,Clear,0,3,Morning,Thursday
2026-01-01 07:15:00,INT_02,90,34.07,4,100.0,18.74,Clear,0,2,Morning,Thursday
2026-01-01 07:15:00,INT_03,64,38.61,2,100.0,11.46,Rain,0,2,Morning,Thursday
2026-01-01 07:15:00,INT_04,91,34.96,3,100.0,17.71,Clear,0,3,Morning,Thursday
2026-01-01 07:30:00,INT_01,137,28.24,8,100.0,30.21,Clear,0,3,Morning,Thursday
2026-01-01 07:30:00,INT_02,92,32.46,4,100.0,19.4,Clear,0,2,Morning,Thursday
2026-01-01 07:30:00,INT_03,67,34.58,3,100.0,16.74,Clear,0,2,Morning,Thursday
2026-01-01 07:30:00,INT_04,91,27.05,6,100.0,28.2,Fog,0,3,Morning,Thursday
2026-01-01 07:45:00,INT_01,133,25.66,8,100.0,35.95,Clear,0,3,Morning,Thursday
2026-01-01 07:45:00,INT_02,82,39.08,3,100.0,10.3,Clear,0,2,Morning,Thursday
2026-01-01 07:45:00,INT_03,62,36.96,2,100.0,13.76,Clear,0,2,Morning,Thursday
2026-01-01 07:45:00,INT_04,99,34.07,4,100.0,19.51,Clear,0,3,Morning,Thursday
2026-01-01 08:00:00,INT_01,131,19.24,10,100.0,39.0,Fog,0,3,Morning,Thursday
2026-01-01 08:00:00,INT_02,94,29.55,5,100.0,22.59,Fog,0,2,Morning,Thursday
2026-01-01 08:00:00,INT_03,65,37.48,2,100.0,11.25,Clear,0,2,Morning,Thursday
2026-01-01 08:00:00,INT_04,99,33.02,4,100.0,19.92,Clear,0,3,Morning,Thursday
2026-01-01 08:15:00,INT_01,122,25.34,7,100.0,32.44,Rain,0,3,Morning,Thursday
2026-01-01 08:15:00,INT_02,94,34.96,4,100.0,19.43,Clear,0,2,Morning,Thursday
2026-01-01 08:15:00,INT_03,66,39.09,1,100.0,10.27,Clear,0,2,Morning,Thursday
2026-01-01 08:15:00,INT_04,94,37.24,3,100.0,11.21,Clear,0,3,Morning,Thursday
2026-01-01 08:30:00,INT_01,124,26.4,8,100.0,35.43,Clear,0,3,Morning,Thursday
2026-01-01 08:30:00,INT_02,89,35.45,3,100.0,15.61,Clear,0,2,Morning,Thursday
2026-01-01 08:30:00,INT_03,65,38.2,1,100.0,7.7,Rain,0,2,Morning,Thursday
2026-01-01 08:30:00,INT_04,100,18.48,6,100.0,32.3,Clear,1,3,Morning,Thursday
2026-01-01 08:45:00,INT_01,126,28.26,7,100.0,27.95,Clear,0,3,Morning,Thursday
2026-01-01 08:45:00,INT_02,90,38.41,3,100.0,17.28,Clear,0,2,Morning,Thursday
2026-01-01 08:45:00,INT_03,69,34.84,2,100.0,13.23,Clear,0,2,Morning,Thursday
2026-01-01 08:45:00,INT_04,91,36.41,3,100.0,13.25,Clear,0,3,Morning,Thursday
2026-01-01 09:00:00,INT_01,134,11.85,12,100.0,50.23,Fog,1,3,Morning,Thursday
2026-01-01 09:00:00,INT_02,86,36.72,3,100.0,14.71,Clear,0,2,Morning,Thursday
2026-01-01 09:00:00,INT_03,60,37.51,2,100.0,12.65,Rain,0,2,Morning,Thursday
2026-01-01 09:00:00,INT_04,100,34.21,5,100.0,20.79,Clear,0,3,Morning,Thursday
2026-01-01 09:15:00,INT_01,133,28.54,7,100.0,28.91,Clear,0,3,Morning,Thursday
2026-01-01 09:15:00,INT_02,89,32.83,4,100.0,19.69,Clear,0,2,Morning,Thursday
2026-01-01 09:15:00,INT_03,64,36.85,2,100.0,12.07,Clear,0,2,Morning,Thursday
2026-01-01 09:15:00,INT_04,95,34.89,4,100.0,15.31,Clear,0,3,Morning,Thursday
2026-01-01 09:30:00,INT_01,146,29.85,8,100.0,27.46,Clear,0,3,Morning,Thursday
2026-01-01 09:30:00,INT_02,88,36.09,3,100.0,15.38,Clear,0,2,Morning,Thursday
2026-01-01 09:30:00,INT_03,60,39.97,2,100.0,11.41,Clear,0,2,Morning,Thursday
2026-01-01 09:30:00,INT_04,96,31.85,4,100.0,20.35,Clear,0,3,Morning,Thursday
2026-01-01 09:45:00,INT_01,133,24.79,8,100.0,30.5,Rain,0,3,Morning,Thursday
2026-01-01 09:45:00,INT_02,88,31.84,3,100.0,21.65,Rain,0,2,Morning,Thursday
2026-01-01 09:45:00,INT_03,65,41.87,1,100.0,5.6,Clear,0,2,Morning,Thursday
2026-01-01 09:45:00,INT_04,96,39.35,2,100.0,13.66,Clear,0,3,Morning,Thursday
2026-01-01 10:00:00,INT_01,61,35.94,2,100.0,13.14,Rain,0,3,Morning,Thursday
2026-01-01 10:00:00,INT_02,45,37.29,2,100.0,13.7,Rain,0,2,Morning,Thursday
2026-01-01 10:00:00,INT_03,34,43.36,1,100.0,10.98,Clear,0,2,Morning,Thursday
2026-01-01 10:00:00,INT_04,51,42.06,1,100.0,1.21,Clear,0,3,Morning,Thursday
2026-01-01 10:15:00,INT_01,48,37.53,2,100.0,8.37,Rain,0,3,Morning,Thursday
2026-01-01 10:15:00,INT_02,49,36.3,2,100.0,12.71,Rain,0,2,Morning,Thursday
2026-01-01 10:15:00,INT_03,33,42.2,1,100.0,4.23,Clear,0,2,Morning,Thursday
2026-01-01 10:15:00,INT_04,47,37.87,1,100.0,9.11,Fog,0,3,Morning,Thursday
2026-01-01 10:30:00,INT_01,68,35.6,3,100.0,13.13,Clear,0,3,Morning,Thursday
2026-01-01 10:30:00,INT_02,45,31.56,2,100.0,17.6,Heavy_Rain,0,2,Morning,Thursday
2026-01-01 10:30:00,INT_03,34,45.19,0,100.0,0.09,Clear,0,2,Morning,Thursday
2026-01-01 10:30:00,INT_04,49,42.18,1,100.0,6.84,Clear,0,3,Morning,Thursday
2026-01-01 10:45:00,INT_01,66,40.17,2,100.0,13.79,Clear,0,3,Morning,Thursday
2026-01-01 10:45:00,INT_02,46,38.19,2,100.0,10.83,Rain,0,2,Morning,Thursday
2026-01-01 10:45:00,INT_03,40,45.1,0,100.0,3.37,Clear,0,2,Morning,Thursday
2026-01-01 10:45:00,INT_04,50,40.54,1,100.0,10.15,Clear,0,3,Morning,Thursday
2026-01-01 11:00:00,INT_01,64,38.74,2,100.0,8.8,Clear,0,3,Morning,Thursday
2026-01-01 11:00:00,INT_02,47,43.01,1,100.0,3.5,Clear,0,2,Morning,Thursday
2026-01-01 11:00:00,INT_03,35,32.45,1,100.0,16.33,Heavy_Rain,0,2,Morning,Thursday
2026-01-01 11:00:00,INT_04,44,43.84,1,100.0,6.15,Clear,0,3,Morning,Thursday
2026-01-01 11:15:00,INT_01,59,42.51,1,100.0,3.55,Clear,0,3,Morning,Thursday
2026-01-01 11:15:00,INT_02,43,41.96,1,100.0,9.32,Clear,0,2,Morning,Thursday
2026-01-01 11:15:00,INT_03,38,44.04,0,100.0,1.64,Clear,0,2,Morning,Thursday
2026-01-01 11:15:00,INT_04,45,31.16,0,100.0,12.93,Clear,1,3,Morning,Thursday
2026-01-01 11:30:00,INT_01,54,39.96,2,100.0,8.39,Clear,0,3,Morning,Thursday
2026-01-01 11:30:00,INT_02,43,45.41,0,100.0,5.35,Clear,0,2,Morning,Thursday
2026-01-01 11:30:00,INT_03,32,40.76,1,100.0,7.16,Clear,0,2,Morning,Thursday
2026-01-01 11:30:00,INT_04,50,44.76,0,100.0,5.17,Clear,0,3,Morning,Thursday
2026-01-01 11:45:00,INT_01,54,39.66,2,100.0,6.02,Clear,0,3,Morning,Thursday
2026-01-01 11:45:00,INT_02,45,44.61,0,100.0,3.3,Clear,0,2,Morning,Thursday
2026-01-01 11:45:00,INT_03,36,43.76,0,100.0,4.69,Clear,0,2,Morning,Thursday
2026-01-01 11:45:00,INT_04,52,43.1,1,100.0,10.47,Clear,0,3,Morning,Thursday
2026-01-01 12:00:00,INT_01,60,40.83,2,100.0,11.09,Clear,0,3,Noon,Thursday
2026-01-01 12:00:00,INT_02,45,29.43,2,100.0,18.16,Clear,1,2,Noon,Thursday
2026-01-01 12:00:00,INT_03,36,44.38,1,100.0,4.85,Clear,0,2,Noon,Thursday
2026-01-01 12:00:00,INT_04,46,42.39,0,100.0,6.0,Clear,0,3,Noon,Thursday
2026-01-01 12:15:00,INT_01,67,39.57,2,100.0,12.79,Clear,0,3,Noon,Thursday
2026-01-01 12:15:00,INT_02,43,40.47,1,100.0,10.5,Rain,0,2,Noon,Thursday
2026-01-01 12:15:00,INT_03,30,43.52,0,100.0,3.22,Clear,0,2,Noon,Thursday
2026-01-01 12:15:00,INT_04,52,39.16,1,100.0,13.54,Rain,0,3,Noon,Thursday
2026-01-01 12:30:00,INT_01,61,34.37,2,100.0,14.54,Fog,0,3,Noon,Thursday
2026-01-01 12:30:00,INT_02,47,35.33,2,100.0,14.49,Rain,0,2,Noon,Thursday
2026-01-01 12:30:00,INT_03,36,41.47,1,100.0,9.73,Clear,0,2,Noon,Thursday
2026-01-01 12:30:00,INT_04,48,41.87,0,100.0,5.45,Clear,0,3,Noon,Thursday
2026-01-01 12:45:00,INT_01,55,34.58,3,100.0,16.25,Fog,0,3,Noon,Thursday
2026-01-01 12:45:00,INT_02,46,40.7,2,100.0,11.05,Rain,0,2,Noon,Thursday
2026-01-01 12:45:00,INT_03,38,44.07,0,100.0,2.54,Clear,0,2,Noon,Thursday
2026-01-01 12:45:00,INT_04,48,43.19,1,100.0,5.56,Clear,0,3,Noon,Thursday
2026-01-01 13:00:00,INT_01,60,42.66,1,100.0,11.26,Clear,0,3,Noon,Thursday
2026-01-01 13:00:00,INT_02,52,43.55,1,100.0,6.82,Clear,0,2,Noon,Thursday
2026-01-01 13:00:00,INT_03,37,40.45,1,100.0,5.61,Rain,0,2,Noon,Thursday
2026-01-01 13:00:00,INT_04,53,32.26,3,100.0,13.81,Rain,0,3,Noon,Thursday
2026-01-01 13:15:00,INT_01,50,44.88,0,100.0,0.0,Clear,0,3,Noon,Thursday
2026-01-01 13:15:00,INT_02,43,40.3,1,100.0,4.25,Clear,0,2,Noon,Thursday
2026-01-01 13:15:00,INT_03,30,39.82,1,100.0,7.17,Rain,0,2,Noon,Thursday
2026-01-01 13:15:00,INT_04,51,36.95,2,100.0,12.18,Rain,0,3,Noon,Thursday
2026-01-01 13:30:00,INT_01,52,39.75,1,100.0,5.53,Clear,0,3,Noon,Thursday
2026-01-01 13:30:00,INT_02,46,43.8,1,100.0,2.71,Clear,0,2,Noon,Thursday
2026-01-01 13:30:00,INT_03,36,36.14,1,100.0,13.45,Fog,0,2,Noon,Thursday
2026-01-01 13:30:00,INT_04,52,41.96,1,100.0,8.65,Clear,0,3,Noon,Thursday
2026-01-01 13:45:00,INT_01,60,29.06,3,100.0,17.84,Heavy_Rain,0,3,Noon,Thursday
2026-01-01 13:45:00,INT_02,46,42.85,0,100.0,3.51,Clear,0,2,Noon,Thursday
2026-01-01 13:45:00,INT_03,38,43.27,1,100.0,3.17,Clear,0,2,Noon,Thursday
2026-01-01 13:45:00,INT_04,50,42.54,0,100.0,4.26,Clear,0,3,Noon,Thursday
2026-01-01 14:00:00,INT_01,64,39.79,2,100.0,10.92,Clear,0,3,Noon,Thursday
2026-01-01 14:00:00,INT_02,38,38.31,1,100.0,12.3,Fog,0,2,Noon,Thursday
2026-01-01 14:00:00,INT_03,36,45.42,0,100.0,6.17,Clear,0,2,Noon,Thursday
2026-01-01 14:00:00,INT_04,52,38.02,2,100.0,12.29,Fog,0,3,Noon,Thursday
2026-01-01 14:15:00,INT_01,58,41.38,1,100.0,3.39,Clear,0,3,Noon,Thursday
2026-01-01 14:15:00,INT_02,45,26.7,1,100.0,15.98,Clear,1,2,Noon,Thursday
2026-01-01 14:15:00,INT_03,34,39.73,1,100.0,6.78,Fog,0,2,Noon,Thursday
2026-01-01 14:15:00,INT_04,51,37.26,2,100.0,13.12,Fog,0,3,Noon,Thursday
2026-01-01 14:30:00,INT_01,53,32.5,2,100.0,15.3,Rain,0,3,Noon,Thursday
2026-01-01 14:30:00,INT_02,43,37.44,2,100.0,11.73,Rain,0,2,Noon,Thursday
2026-01-01 14:30:00,INT_03,35,38.33,2,100.0,6.32,Fog,0,2,Noon,Thursday
2026-01-01 14:30:00,INT_04,45,38.09,2,100.0,10.3,Rain,0,3,Noon,Thursday
2026-01-01 14:45:00,INT_01,66,38.86,2,100.0,9.89,Clear,0,3,Noon,Thursday
2026-01-01 14:45:00,INT_02,42,41.62,1,100.0,5.06,Clear,0,2,Noon,Thursday
2026-01-01 14:45:00,INT_03,36,45.22,0,100.0,2.6,Clear,0,2,Noon,Thursday
2026-01-01 14:45:00,INT_04,52,38.82,1,100.0,10.32,Clear,0,3,Noon,Thursday
2026-01-01 15:00:00,INT_01,56,35.95,2,100.0,13.62,Rain,0,3,Noon,Thursday
2026-01-01 15:00:00,INT_02,45,43.04,1,100.0,5.57,Clear,0,2,Noon,Thursday
2026-01-01 15:00:00,INT_03,33,40.21,1,100.0,8.37,Rain,0,2,Noon,Thursday
2026-01-01 15:00:00,INT_04,54,33.56,2,100.0,18.11,Fog,0,3,Noon,Thursday
2026-01-01 15:15:00,INT_01,62,39.4,1,100.0,7.49,Clear,0,3,Noon,Thursday
2026-01-01 15:15:00,INT_02,42,36.29,1,100.0,9.48,Rain,0,2,Noon,Thursday
2026-01-01 15:15:00,INT_03,38,42.91,1,100.0,7.16,Clear,0,2,Noon,Thursday
2026-01-01 15:15:00,INT_04,58,39.74,2,100.0,10.96,Clear,0,3,Noon,Thursday
2026-01-01 15:30:00,INT_01,57,31.36,3,100.0,20.43,Heavy_Rain,0,3,Noon,Thursday
2026-01-01 15:30:00,INT_02,48,41.1,1,100.0,4.01,Clear,0,2,Noon,Thursday
2026-01-01 15:30:00,INT_03,35,47.26,1,100.0,6.9,Clear,0,2,Noon,Thursday
2026-01-01 15:30:00,INT_04,42,45.35,0,100.0,1.17,Clear,0,3,Noon,Thursday
2026-01-01 15:45:00,INT_01,53,43.3,1,100.0,5.96,Clear,0,3,Noon,Thursday
2026-01-01 15:45:00,INT_02,44,38.75,2,100.0,10.97,Rain,0,2,Noon,Thursday
2026-01-01 15:45:00,INT_03,37,46.49,0,100.0,0.63,Clear,0,2,Noon,Thursday
2026-01-01 15:45:00,INT_04,51,40.04,2,100.0,9.72,Clear,0,3,Noon,Thursday
2026-01-01 16:00:00,INT_01,141,30.65,7,100.0,25.32,Clear,0,3,Noon,Thursday
2026-01-01 16:00:00,INT_02,99,31.3,5,100.0,25.45,Clear,0,2,Noon,Thursday
2026-01-01 16:00:00,INT_03,59,27.85,3,100.0,18.47,Heavy_Rain,0,2,Noon,Thursday
2026-01-01 16:00:00,INT_04,93,31.52,4,100.0,20.02,Clear,0,3,Noon,Thursday
2026-01-01 16:15:00,INT_01,132,28.63,7,100.0,25.99,Clear,0,3,Noon,Thursday
2026-01-01 16:15:00,INT_02,94,29.45,5,100.0,24.7,Fog,0,2,Noon,Thursday
2026-01-01 16:15:00,INT_03,63,38.91,2,100.0,10.04,Clear,0,2,Noon,Thursday
2026-01-01 16:15:00,INT_04,98,32.5,4,100.0,19.97,Clear,0,3,Noon,Thursday
2026-01-01 16:30:00,INT_01,131,32.04,6,100.0,23.16,Clear,0,3,Noon,Thursday
2026-01-01 16:30:00,INT_02,86,29.7,5,100.0,23.13,Rain,0,2,Noon,Thursday
2026-01-01 16:30:00,INT_03,64,35.76,3,100.0,15.41,Clear,0,2,Noon,Thursday
2026-01-01 16:30:00,INT_04,95,34.36,3,100.0,14.55,Rain,0,3,Noon,Thursday
2026-01-01 16:45:00,INT_01,133,29.07,7,100.0,27.97,Clear,0,3,Noon,Thursday
2026-01-01 16:45:00,INT_02,91,30.97,5,100.0,23.95,Rain,0,2,Noon,Thursday
2026-01-01 16:45:00,INT_03,58,34.83,2,100.0,12.26,Rain,0,2,Noon,Thursday
