Timestamp,Intersection_ID,Vehicle_Count,Avg_Speed,Queue_Length,Occupancy_Pct,Delay_Seconds,Weather,Incident_Flag,Lane_Count,Time_of_Day,Day_of_Week,Hour,Minute,DayOfWeekNum,IsWeekend,IsPeakHour,Weather_Severity,Congestion_Level,Rule_Based_Anomaly_Score
2026-01-01 02:00:00,INT_01,67,37.1,2,100.0,12.46,Clear,0,3,Night,Thursday,2,0,3,0,0,0,Medium,0.13536615420157871
2026-01-01 02:00:00,INT_02,41,38.08,1,100.0,9.97,Rain,0,2,Night,Thursday,2,0,3,0,0,1,Low,0.06988672793331904
2026-01-01 02:00:00,INT_03,29,46.57,0,100.0,3.97,Clear,0,2,Night,Thursday,2,0,3,0,0,0,Low,0.0
2026-01-01 02:00:00,INT_04,49,44.82,1,100.0,3.87,Clear,0,3,Night,Thursday,2,0,3,0,0,0,Low,0.028871391076115485
2026-01-01 02:15:00,INT_01,63,41.09,1,100.0,7.17,Clear,0,3,Night,Thursday,2,15,3,0,0,0,Low,0.01818181818181818
2026-01-01 02:15:00,INT_02,49,42.03,1,100.0,7.16,Rain,0,2,Night,Thursday,2,15,3,0,0,1,Low,0.1701492537313433
2026-01-01 02:15:00,INT_03,40,33.47,1,100.0,9.03,Heavy_Rain,0,2,Night,Thursday,2,15,3,0,0,3,Low,0.345156728868797
2026-01-01 02:15:00,INT_04,52,37.84,2,100.0,13.69,Clear,0,3,Night,Thursday,2,15,3,0,0,0,Medium,0.11992246594679125
2026-01-01 02:30:00,INT_01,55,34.99,2,100.0,12.55,Rain,0,3,Night,Thursday,2,30,3,0,0,1,Medium,0.10132271734942853
2026-01-01 02:30:00,INT_02,44,40.64,1,100.0,12.55,Clear,0,2,Night,Thursday,2,30,3,0,0,0,Low,0.05389221556886228
2026-01-01 02:30:00,INT_03,34,43.27,0,100.0,4.57,Clear,0,2,Night,Thursday,2,30,3,0,0,0,Low,0.0
2026-01-01 02:30:00,INT_04,51,43.37,1,100.0,4.78,Clear,0,3,Night,Thursday,2,30,3,0,0,0,Low,0.03553299492385787
2026-01-01 02:45:00,INT_01,63,20.13,6,100.0,31.15,Rain,1,3,Night,Thursday,2,45,3,0,0,1,High,0.4767018959042361
2026-01-01 02:45:00,INT_02,46,34.43,2,100.0,11.72,Fog,0,2,Night,Thursday,2,45,3,0,0,2,Medium,0.21756727401888692
2026-01-01 02:45:00,INT_03,39,42.91,1,100.0,4.35,Clear,0,2,Night,Thursday,2,45,3,0,0,0,Low,0.10247349823321555
2026-01-01 02:45:00,INT_04,51,39.55,1,100.0,7.68,Rain,0,3,Night,Thursday,2,45,3,0,0,1,Low,0.04714232573619927
2026-01-01 03:00:00,INT_01,62,41.0,1,100.0,4.23,Clear,0,3,Night,Thursday,3,0,3,0,0,0,Low,0.010183299389002037
2026-01-01 03:00:00,INT_02,46,45.43,0,100.0,3.61,Clear,0,2,Night,Thursday,3,0,3,0,0,0,Low,0.054441260744985676
2026-01-01 03:00:00,INT_03,37,42.43,1,100.0,7.81,Clear,0,2,Night,Thursday,3,0,3,0,0,0,Low,0.03859649122807018
2026-01-01 03:00:00,INT_04,47,38.63,1,100.0,9.02,Clear,0,3,Night,Thursday,3,0,3,0,0,0,Low,0.0577761517119424
2026-01-01 03:15:00,INT_01,54,39.01,2,100.0,13.6,Clear,0,3,Night,Thursday,3,15,3,0,0,0,Medium,0.0
2026-01-01 03:15:00,INT_02,45,33.78,2,100.0,12.08,Rain,0,2,Night,Thursday,3,15,3,0,0,1,Medium,0.14058934917325822
2026-01-01 03:15:00,INT_03,32,47.76,0,100.0,0.38,Clear,0,2,Night,Thursday,3,15,3,0,0,0,Low,0.0
2026-01-01 03:15:00,INT_04,48,41.74,1,100.0,5.22,Clear,0,3,Night,Thursday,3,15,3,0,0,0,Low,0.0
2026-01-01 03:30:00,INT_01,64,33.47,3,100.0,18.2,Rain,0,3,Night,Thursday,3,30,3,0,0,1,Medium,0.11695730468514977
2026-01-01 03:30:00,INT_02,49,40.9,1,100.0,7.33,Clear,0,2,Night,Thursday,3,30,3,0,0,0,Low,0.07988980716253444
2026-01-01 03:30:00,INT_03,32,44.93,0,100.0,0.62,Clear,0,2,Night,Thursday,3,30,3,0,0,0,Low,0.0
2026-01-01 03:30:00,INT_04,60,37.7,3,100.0,15.82,Fog,0,3,Night,Thursday,3,30,3,0,0,2,Medium,0.2673714678831419
2026-01-01 03:45:00,INT_01,62,40.14,1,100.0,7.06,Clear,0,3,Night,Thursday,3,45,3,0,0,0,Low,0.012244897959183673
2026-01-01 03:45:00,INT_02,46,41.34,0,100.0,3.95,Clear,0,2,Night,Thursday,3,45,3,0,0,0,Low,0.00546448087431694
2026-01-01 03:45:00,INT_03,32,40.68,0,100.0,8.12,Clear,0,2,Night,Thursday,3,45,3,0,0,0,Low,0.04847669726916566
2026-01-01 03:45:00,INT_04,51,38.68,2,100.0,16.88,Clear,0,3,Night,Thursday,3,45,3,0,0,0,Medium,0.03999007228616631
2026-01-01 04:00:00,INT_01,60,43.2,1,100.0,6.72,Clear,0,3,Night,Thursday,4,0,3,0,0,0,Low,0.0
2026-01-01 04:00:00,INT_02,40,30.17,2,100.0,13.88,Heavy_Rain,0,2,Night,Thursday,4,0,3,0,0,3,Medium,0.21819124125421083
2026-01-01 04:00:00,INT_03,34,37.02,2,100.0,10.84,Rain,0,2,Night,Thursday,4,0,3,0,0,1,Medium,0.10921286131079495
2026-01-01 04:00:00,INT_04,46,40.44,2,100.0,7.6,Clear,0,3,Night,Thursday,4,0,3,0,0,0,Medium,0.0
2026-01-01 04:15:00,INT_01,64,40.05,2,100.0,8.52,Clear,0,3,Night,Thursday,4,15,3,0,0,0,Medium,0.05785123966942149
2026-01-01 04:15:00,INT_02,45,34.96,2,100.0,12.06,Fog,0,2,Night,Thursday,4,15,3,0,0,2,Medium,0.07283275319078393
2026-01-01 04:15:00,INT_03,39,40.58,1,100.0,8.1,Clear,0,2,Night,Thursday,4,15,3,0,0,0,Low,0.16227509377491614
2026-01-01 04:15:00,INT_04,45,44.39,1,100.0,3.98,Clear,0,3,Night,Thursday,4,15,3,0,0,0,Low,0.0
2026-01-01 04:30:00,INT_01,53,42.44,1,100.0,7.36,Clear,0,3,Night,Thursday,4,30,3,0,0,0,Low,0.0
2026-01-01 04:30:00,INT_02,52,41.01,1,100.0,8.73,Clear,0,2,Night,Thursday,4,30,3,0,0,0,Low,0.12737127371273713
2026-01-01 04:30:00,INT_03,39,38.84,1,100.0,7.04,Rain,0,2,Night,Thursday,4,30,3,0,0,1,Low,0.171484283892224
2026-01-01 04:30:00,INT_04,44,36.73,2,100.0,14.91,Rain,0,3,Night,Thursday,4,30,3,0,0,1,Medium,0.07556786006417932
2026-01-01 04:45:00,INT_01,70,44.16,1,100.0,6.24,Clear,0,3,Night,Thursday,4,45,3,0,0,0,Low,0.14519427402862986
2026-01-01 04:45:00,INT_02,44,43.79,1,100.0,7.71,Clear,0,2,Night,Thursday,4,45,3,0,0,0,Low,0.0
2026-01-01 04:45:00,INT_03,45,40.66,1,100.0,11.36,Clear,0,2,Night,Thursday,4,45,3,0,0,0,Low,0.2642690670285164
2026-01-01 04:45:00,INT_04,50,37.61,2,100.0,14.58,Fog,0,3,Night,Thursday,4,45,3,0,0,2,Medium,0.07062489192446668
2026-01-01 05:00:00,INT_01,58,39.11,2,100.0,10.62,Clear,0,3,Morning,Thursday,5,0,3,0,0,0,Medium,0.02705392126376015
2026-01-01 05:00:00,INT_02,42,43.56,0,100.0,1.41,Clear,0,2,Morning,Thursday,5,0,3,0,0,0,Low,0.0
2026-01-01 05:00:00,INT_03,40,43.17,1,100.0,9.23,Clear,0,2,Morning,Thursday,5,0,3,0,0,0,Low,0.09215017064846416
2026-01-01 05:00:00,INT_04,40,47.12,1,100.0,0.87,Clear,0,3,Morning,Thursday,5,0,3,0,0,0,Low,0.0
2026-01-01 05:15:00,INT_01,52,40.36,1,100.0,9.95,Clear,0,3,Morning,Thursday,5,15,3,0,0,0,Low,0.0001548323166011562
2026-01-01 05:15:00,INT_02,48,42.95,1,100.0,9.87,Clear,0,2,Morning,Thursday,5,15,3,0,0,0,Low,0.04918032786885246
2026-01-01 05:15:00,INT_03,38,41.52,0,100.0,2.81,Clear,0,2,Morning,Thursday,5,15,3,0,0,0,Low,0.016722408026755852
2026-01-01 05:15:00,INT_04,55,34.12,1,100.0,14.61,Fog,0,3,Morning,Thursday,5,15,3,0,0,2,Low,0.2636763331400851
2026-01-01 05:30:00,INT_01,54,33.07,2,100.0,16.24,Fog,0,3,Morning,Thursday,5,30,3,0,0,2,Medium,0.17973521842929333
2026-01-01 05:30:00,INT_02,56,30.16,2,100.0,17.97,Heavy_Rain,0,2,Morning,Thursday,5,30,3,0,0,3,Medium,0.4175431271124332
2026-01-01 05:30:00,INT_03,40,42.8,0,100.0,4.47,Clear,0,2,Morning,Thursday,5,30,3,0,0,0,Low,0.04234527687296417
2026-01-01 05:30:00,INT_04,58,36.53,2,100.0,13.15,Rain,0,3,Morning,Thursday,5,30,3,0,0,1,Medium,0.26687847756787997
2026-01-01 05:45:00,INT_01,64,40.1,2,100.0,11.23,Clear,0,3,Morning,Thursday,5,45,3,0,0,0,Medium,0.08313520941489821
2026-01-01 05:45:00,INT_02,47,39.77,1,100.0,9.54,Clear,0,2,Morning,Thursday,5,45,3,0,0,0,Low,0.0053475935828877
2026-01-01 05:45:00,INT_03,36,30.23,3,100.0,19.54,Clear,1,2,Morning,Thursday,5,45,3,0,0,0,Medium,0.23181500539991104
2026-01-01 05:45:00,INT_04,48,39.23,1,100.0,11.57,Rain,0,3,Morning,Thursday,5,45,3,0,0,1,Low,0.007369453142296994
2026-01-01 06:00:00,INT_01,54,38.44,2,100.0,11.1,Clear,0,3,Morning,Thursday,6,0,3,0,0,0,Medium,0.032134201995405016
2026-01-01 06:00:00,INT_02,53,43.57,0,100.0,3.46,Clear,0,2,Morning,Thursday,6,0,3,0,0,0,Low,0.09560723514211886
2026-01-01 06:00:00,INT_03,31,42.09,0,100.0,4.15,Rain,0,2,Morning,Thursday,6,0,3,0,0,1,Low,0.0
2026-01-01 06:00:00,INT_04,49,40.85,1,100.0,6.42,Clear,0,3,Morning,Thursday,6,0,3,0,0,0,Low,0.007712082262210797
2026-01-01 06:15:00,INT_01,66,39.44,2,100.0,13.81,Clear,0,3,Morning,Thursday,6,15,3,0,0,0,Medium,0.12606451695835777
2026-01-01 06:15:00,INT_02,44,38.52,1,100.0,9.72,Rain,0,2,Morning,Thursday,6,15,3,0,0,1,Low,0.046918009464015135
2026-01-01 06:15:00,INT_03,39,46.49,1,100.0,4.46,Clear,0,2,Morning,Thursday,6,15,3,0,0,0,Low,0.012987012987012988
2026-01-01 06:15:00,INT_04,55,37.8,2,100.0,13.37,Fog,0,3,Morning,Thursday,6,15,3,0,0,2,Medium,0.12724155302608608
2026-01-01 06:30:00,INT_01,54,38.26,2,100.0,10.68,Clear,0,3,Morning,Thursday,6,30,3,0,0,0,Medium,0.021921135041861103
2026-01-01 06:30:00,INT_02,48,39.59,1,100.0,9.54,Clear,0,2,Morning,Thursday,6,30,3,0,0,0,Low,0.021358120810652075
2026-01-01 06:30:00,INT_03,35,35.01,1,100.0,11.09,Rain,0,2,Morning,Thursday,6,30,3,0,0,1,Low,0.13010528931266885
2026-01-01 06:30:00,INT_04,52,43.77,0,100.0,2.68,Clear,0,3,Morning,Thursday,6,30,3,0,0,0,Low,0.022113022113022112
2026-01-01 06:45:00,INT_01,55,39.04,2,100.0,10.65,Clear,0,3,Morning,Thursday,6,45,3,0,0,0,Medium,0.0
2026-01-01 06:45:00,INT_02,48,43.36,0,100.0,3.07,Clear,0,2,Morning,Thursday,6,45,3,0,0,0,Low,0.0
2026-01-01 06:45:00,INT_03,33,43.11,0,100.0,7.42,Clear,0,2,Morning,Thursday,6,45,3,0,0,0,Low,0.0
2026-01-01 06:45:00,INT_04,47,31.39,2,100.0,15.3,Heavy_Rain,0,3,Morning,Thursday,6,45,3,0,0,3,Medium,0.19204658794762072
2026-01-01 07:00:00,INT_01,139,27.01,8,100.0,29.7,Clear,0,3,Morning,Thursday,7,0,3,0,1,0,High,1.3362233037682083
2026-01-01 07:00:00,INT_02,96,29.77,5,100.0,24.84,Clear,0,2,Morning,Thursday,7,0,3,0,1,0,High,0.9714287402610067
2026-01-01 07:00:00,INT_03,65,36.68,2,100.0,12.47,Clear,0,2,Morning,Thursday,7,0,3,0,1,0,Medium,0.7174080836991577
2026-01-01 07:00:00,INT_04,97,31.29,5,100.0,23.46,Clear,0,3,Morning,Thursday,7,0,3,0,1,0,High,0.8346972749650734
2026-01-01 07:15:00,INT_01,128,28.0,7,100.0,27.63,Clear,0,3,Morning,Thursday,7,15,3,0,1,0,High,0.8772386090046478
2026-01-01 07:15:00,INT_02,90,34.07,4,100.0,18.74,Clear,0,2,Morning,Thursday,7,15,3,0,1,0,High,0.5816243991900931
2026-01-01 07:15:00,INT_03,64,38.61,2,100.0,11.46,Rain,0,2,Morning,Thursday,7,15,3,0,1,1,Medium,0.5122021962416937
2026-01-01 07:15:00,INT_04,91,34.96,3,100.0,17.71,Clear,0,3,Morning,Thursday,7,15,3,0,1,0,Medium,0.5193489379247564
2026-01-01 07:30:00,INT_01,137,28.24,8,100.0,30.21,Clear,0,3,Morning,Thursday,7,30,3,0,1,0,High,0.7613378723644493
2026-01-01 07:30:00,INT_02,92,32.46,4,100.0,19.4,Clear,0,2,Morning,Thursday,7,30,3,0,1,0,High,0.5584403344690283
2026-01-01 07:30:00,INT_03,67,34.58,3,100.0,16.74,Clear,0,2,Morning,Thursday,7,30,3,0,1,0,Medium,0.5469537333944114
2026-01-01 07:30:00,INT_04,91,27.05,6,100.0,28.2,Fog,0,3,Morning,Thursday,7,30,3,0,1,2,High,0.617839987032173
2026-01-01 07:45:00,INT_01,133,25.66,8,100.0,35.95,Clear,0,3,Morning,Thursday,7,45,3,0,1,0,High,0.6117231772893309
2026-01-01 07:45:00,INT_02,82,39.08,3,100.0,10.3,Clear,0,2,Morning,Thursday,7,45,3,0,1,0,Medium,0.18625678119349007
2026-01-01 07:45:00,INT_03,62,36.96,2,100.0,13.76,Clear,0,2,Morning,Thursday,7,45,3,0,1,0,Medium,0.30945760349645135
2026-01-01 07:45:00,INT_04,99,34.07,4,100.0,19.51,Clear,0,3,Morning,Thursday,7,45,3,0,1,0,High,0.39382347248422833
2026-01-01 08:00:00,INT_01,131,19.24,10,100.0,39.0,Fog,0,3,Morning,Thursday,8,0,3,0,1,2,High,0.6146520283854658
2026-01-01 08:00:00,INT_02,94,29.55,5,100.0,22.59,Fog,0,2,Morning,Thursday,8,0,3,0,1,2,High,0.44057427157985807
2026-01-01 08:00:00,INT_03,65,37.48,2,100.0,11.25,Clear,0,2,Morning,Thursday,8,0,3,0,1,0,Medium,0.2386950486164855
2026-01-01 08:00:00,INT_04,99,33.02,4,100.0,19.92,Clear,0,3,Morning,Thursday,8,0,3,0,1,0,High,0.2887704559006537
2026-01-01 08:15:00,INT_01,122,25.34,7,100.0,32.44,Rain,0,3,Morning,Thursday,8,15,3,0,1,1,High,0.20727644337741896
2026-01-01 08:15:00,INT_02,94,34.96,4,100.0,19.43,Clear,0,2,Morning,Thursday,8,15,3,0,1,0,High,0.17887425764055978
2026-01-01 08:15:00,INT_03,66,39.09,1,100.0,10.27,Clear,0,2,Morning,Thursday,8,15,3,0,1,0,Low,0.15536105032822758
2026-01-01 08:15:00,INT_04,94,37.24,3,100.0,11.21,Clear,0,3,Morning,Thursday,8,15,3,0,1,0,Medium,0.12238805970149254
2026-01-01 08:30:00,INT_01,124,26.4,8,100.0,35.43,Clear,0,3,Morning,Thursday,8,30,3,0,1,0,High,0.05904389945714499
2026-01-01 08:30:00,INT_02,89,35.45,3,100.0,15.61,Clear,0,2,Morning,Thursday,8,30,3,0,1,0,Medium,0.03941605839416058
2026-01-01 08:30:00,INT_03,65,38.2,1,100.0,7.7,Rain,0,2,Morning,Thursday,8,30,3,0,1,1,Low,0.06776180698151951
2026-01-01 08:30:00,INT_04,100,18.48,6,100.0,32.3,Clear,1,3,Morning,Thursday,8,30,3,0,1,0,High,0.5168727948003714
2026-01-01 08:45:00,INT_01,126,28.26,7,100.0,27.95,Clear,0,3,Morning,Thursday,8,45,3,0,1,0,High,0.0
2026-01-01 08:45:00,INT_02,90,38.41,3,100.0,17.28,Clear,0,2,Morning,Thursday,8,45,3,0,1,0,Medium,0.0
2026-01-01 08:45:00,INT_03,69,34.84,2,100.0,13.23,Clear,0,2,Morning,Thursday,8,45,3,0,1,0,Medium,0.11522533941975036
2026-01-01 08:45:00,INT_04,91,36.41,3,100.0,13.25,Clear,0,3,Morning,Thursday,8,45,3,0,1,0,Medium,0.0
2026-01-01 09:00:00,INT_01,134,11.85,12,100.0,50.23,Fog,1,3,Morning,Thursday,9,0,3,0,1,2,High,0.5445316307595722
2026-01-01 09:00:00,INT_02,86,36.72,3,100.0,14.71,Clear,0,2,Morning,Thursday,9,0,3,0,1,0,Medium,0.0
2026-01-01 09:00:00,INT_03,60,37.51,2,100.0,12.65,Rain,0,2,Morning,Thursday,9,0,3,0,1,1,Medium,0.0
2026-01-01 09:00:00,INT_04,100,34.21,5,100.0,20.79,Clear,0,3,Morning,Thursday,9,0,3,0,1,0,High,0.0457516339869281
2026-01-01 09:15:00,INT_01,133,28.54,7,100.0,28.91,Clear,0,3,Morning,Thursday,9,15,3,0,1,0,High,0.023076923076923078
2026-01-01 09:15:00,INT_02,89,32.83,4,100.0,19.69,Clear,0,2,Morning,Thursday,9,15,3,0,1,0,High,0.06018750447291222
2026-01-01 09:15:00,INT_03,64,36.85,2,100.0,12.07,Clear,0,2,Morning,Thursday,9,15,3,0,1,0,Medium,0.002402625968664274
2026-01-01 09:15:00,INT_04,95,34.89,4,100.0,15.31,Clear,0,3,Morning,Thursday,9,15,3,0,1,0,High,0.0
2026-01-01 09:30:00,INT_01,146,29.85,8,100.0,27.46,Clear,0,3,Morning,Thursday,9,30,3,0,1,0,High,0.11344137273593899
2026-01-01 09:30:00,INT_02,88,36.09,3,100.0,15.38,Clear,0,2,Morning,Thursday,9,30,3,0,1,0,Medium,0.0
2026-01-01 09:30:00,INT_03,60,39.97,2,100.0,11.41,Clear,0,2,Morning,Thursday,9,30,3,0,1,0,Medium,0.0
2026-01-01 09:30:00,INT_04,96,31.85,4,100.0,20.35,Clear,0,3,Morning,Thursday,9,30,3,0,1,0,High,0.020640350540031535
2026-01-01 09:45:00,INT_01,133,24.79,8,100.0,30.5,Rain,0,3,Morning,Thursday,9,45,3,0,1,1,High,0.014299332697807437
2026-01-01 09:45:00,INT_02,88,31.84,3,100.0,21.65,Rain,0,2,Morning,Thursday,9,45,3,0,1,1,Medium,0.07659960123255381
2026-01-01 09:45:00,INT_03,65,41.87,1,100.0,5.6,Clear,0,2,Morning,Thursday,9,45,3,0,1,0,Low,0.011673151750972763
2026-01-01 09:45:00,INT_04,96,39.35,2,100.0,13.66,Clear,0,3,Morning,Thursday,9,45,3,0,1,0,Medium,0.0
2026-01-01 10:00:00,INT_01,61,35.94,2,100.0,13.14,Rain,0,3,Morning,Thursday,10,0,3,0,0,1,Medium,0.0
2026-01-01 10:00:00,INT_02,45,37.29,2,100.0,13.7,Rain,0,2,Morning,Thursday,10,0,3,0,0,1,Medium,0.0
2026-01-01 10:00:00,INT_03,34,43.36,1,100.0,10.98,Clear,0,2,Morning,Thursday,10,0,3,0,0,0,Low,0.0
2026-01-01 10:00:00,INT_04,51,42.06,1,100.0,1.21,Clear,0,3,Morning,Thursday,10,0,3,0,0,0,Low,0.0
2026-01-01 10:15:00,INT_01,48,37.53,2,100.0,8.37,Rain,0,3,Morning,Thursday,10,15,3,0,0,1,Medium,0.0
2026-01-01 10:15:00,INT_02,49,36.3,2,100.0,12.71,Rain,0,2,Morning,Thursday,10,15,3,0,0,1,Medium,0.0
2026-01-01 10:15:00,INT_03,33,42.2,1,100.0,4.23,Clear,0,2,Morning,Thursday,10,15,3,0,0,0,Low,0.0
2026-01-01 10:15:00,INT_04,47,37.87,1,100.0,9.11,Fog,0,3,Morning,Thursday,10,15,3,0,0,2,Low,0.0
2026-01-01 10:30:00,INT_01,68,35.6,3,100.0,13.13,Clear,0,3,Morning,Thursday,10,30,3,0,0,0,Medium,0.0
2026-01-01 10:30:00,INT_02,45,31.56,2,100.0,17.6,Heavy_Rain,0,2,Morning,Thursday,10,30,3,0,0,3,Medium,0.10162254483347577
2026-01-01 10:30:00,INT_03,34,45.19,0,100.0,0.09,Clear,0,2,Morning,Thursday,10,30,3,0,0,0,Low,0.0
2026-01-01 10:30:00,INT_04,49,42.18,1,100.0,6.84,Clear,0,3,Morning,Thursday,10,30,3,0,0,0,Low,0.0
2026-01-01 10:45:00,INT_01,66,40.17,2,100.0,13.79,Clear,0,3,Morning,Thursday,10,45,3,0,0,0,Medium,0.0
2026-01-01 10:45:00,INT_02,46,38.19,2,100.0,10.83,Rain,0,2,Morning,Thursday,10,45,3,0,0,1,Medium,0.0
2026-01-01 10:45:00,INT_03,40,45.1,0,100.0,3.37,Clear,0,2,Morning,Thursday,10,45,3,0,0,0,Low,0.0
2026-01-01 10:45:00,INT_04,50,40.54,1,100.0,10.15,Clear,0,3,Morning,Thursday,10,45,3,0,0,0,Low,0.0
2026-01-01 11:00:00,INT_01,64,38.74,2,100.0,8.8,Clear,0,3,Morning,Thursday,11,0,3,0,0,0,Medium,0.0
2026-01-01 11:00:00,INT_02,47,43.01,1,100.0,3.5,Clear,0,2,Morning,Thursday,11,0,3,0,0,0,Low,0.0
2026-01-01 11:00:00,INT_03,35,32.45,1,100.0,16.33,Heavy_Rain,0,2,Morning,Thursday,11,0,3,0,0,3,Low,0.20609192941680168
2026-01-01 11:00:00,INT_04,44,43.84,1,100.0,6.15,Clear,0,3,Morning,Thursday,11,0,3,0,0,0,Low,0.0
2026-01-01 11:15:00,INT_01,59,42.51,1,100.0,3.55,Clear,0,3,Morning,Thursday,11,15,3,0,0,0,Low,0.0
2026-01-01 11:15:00,INT_02,43,41.96,1,100.0,9.32,Clear,0,2,Morning,Thursday,11,15,3,0,0,0,Low,0.0
2026-01-01 11:15:00,INT_03,38,44.04,0,100.0,1.64,Clear,0,2,Morning,Thursday,11,15,3,0,0,0,Low,0.0
2026-01-01 11:15:00,INT_04,45,31.16,0,100.0,12.93,Clear,1,3,Morning,Thursday,11,15,3,0,0,0,Low,0.19287680103610158
2026-01-01 11:30:00,INT_01,54,39.96,2,100.0,8.39,Clear,0,3,Morning,Thursday,11,30,3,0,0,0,Medium,0.0
2026-01-01 11:30:00,INT_02,43,45.41,0,100.0,5.35,Clear,0,2,Morning,Thursday,11,30,3,0,0,0,Low,0.0
